INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
2019-038AB,44411,PAYLOAD,LEMUR 2 GREGROBINSON,US,2019-07-05,VOSTO,,95.20,97.54,546,511,,,0,SMALL,7345,2019,38,AB,Y,LEMUR 2 GREGROBINSON,2019-038AB,44411
2019-038Z,44409,PAYLOAD,LEMUR 2 EJATTA,US,2019-07-05,VOSTO,,95.18,97.53,545,509,,,0,SMALL,7345,2019,38,Z,Y,LEMUR 2 EJATTA,2019-038Z,44409
1993-036LR,34271,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.02,74.03,787,732,,,0,SMALL,7337,1993,36,LR,Y,COSMOS 2251 DEB,1993-036LR,34271
1993-036LQ,34270,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.14,74.01,759,675,,,0,SMALL,7337,1993,36,LQ,Y,COSMOS 2251 DEB,1993-036LQ,34270
2019-038Y,44408,PAYLOAD,MOMENTUS-X1,US,2019-07-05,VOSTO,,95.23,97.54,547,513,,,0,MEDIUM,7345,2019,38,Y,Y,MOMENTUS-X1,2019-038Y,44408
1986-019CY,17316,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,,97.23,98.08,631,622,,,0,SMALL,7342,1986,19,CY,Y,ARIANE 1 DEB,1986-019CY,17316
2019-038X,44407,PAYLOAD,LEMUR 2 ALEX-MADDY,US,2019-07-05,VOSTO,,95.21,97.54,546,511,,,0,SMALL,7345,2019,38,X,Y,LEMUR 2 ALEX-MADDY,2019-038X,44407
2014-047B,40110,PAYLOAD,YAOGAN 20B,PRC,2014-08-09,JSC,,107.05,63.40,1236,944,,,0,LARGE,7340,2014,47,B,Y,YAOGAN 20B,2014-047B,40110
1986-019X,17128,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,,97.29,98.39,663,594,,,0,SMALL,7343,1986,19,X,Y,ARIANE 1 DEB,1986-019X,17128
1986-101J,17274,DEBRIS,SL-14 DEB,CIS,1986-12-18,PKMTR,,103.46,82.53,945,899,,,0,SMALL,7342,1986,101,J,Y,SL-14 DEB,1986-101J,17274
2019-038W,44406,TBA,OBJECT W,US,2019-07-05,VOSTO,,95.22,97.54,548,511,,,0,SMALL,7345,2019,38,W,Y,OBJECT W,2019-038W,44406
2019-038Q,44400,TBA,OBJECT Q,TBD,2019-07-05,VOSTO,,95.24,97.54,549,512,,,0,SMALL,7345,2019,38,Q,Y,OBJECT Q,2019-038Q,44400
1986-101G,17272,DEBRIS,SL-14 DEB,CIS,1986-12-18,PKMTR,,102.44,82.49,883,865,,,0,SMALL,7342,1986,101,G,Y,SL-14 DEB,1986-101G,17272
2001-049PR,34221,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,95.91,98.54,605,520,,,0,SMALL,7337,2001,49,PR,Y,PSLV DEB,2001-049PR,34221
2001-049PQ,34220,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,94.34,98.18,492,481,,3,0,SMALL,7337,2001,49,PQ,Y,PSLV DEB,2001-049PQ,34220
1999-057RT,34216,DEBRIS,CBERS 1 DEB,CHBZ,1999-10-14,TSC,,96.49,98.13,594,588,,3,0,SMALL,7337,1999,57,RT,Y,CBERS 1 DEB,1999-057RT,34216
2019-038P,44399,PAYLOAD,DOT-1,UK,2019-07-05,VOSTO,,95.24,97.54,548,512,,,0,MEDIUM,7345,2019,38,P,Y,DOT-1,2019-038P,44399
1999-057RN,34211,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,98.58,98.44,744,638,,,0,SMALL,7337,1999,57,RN,Y,CZ-4 DEB,1999-057RN,34211
2019-038L,44396,PAYLOAD,LEMUR 2 LILLYJO,US,2019-07-05,VOSTO,,95.19,97.53,546,510,,,0,SMALL,7345,2019,38,L,Y,LEMUR 2 LILLYJO,2019-038L,44396
2019-038J,44394,PAYLOAD,AMGU-1 (AMURSAT),CIS,2019-07-05,VOSTO,,95.20,97.54,545,512,,,0,SMALL,7345,2019,38,J,Y,AMGU-1 (AMURSAT),2019-038J,44394
2004-021A,28352,PAYLOAD,COSMOS 2406,CIS,2004-06-10,TTMTR,,102.01,71.00,865,843,,,0,LARGE,7345,2004,21,A,Y,COSMOS 2406,2004-021A,28352
1991-082BB,28338,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,100.11,98.64,773,754,,,0,SMALL,7345,1991,82,BB,Y,DMSP 5D-2 F11 DEB,1991-082BB,28338
2019-038D,44390,PAYLOAD,ICEYE-X4,FIN,2019-07-05,VOSTO,,96.21,97.73,592,562,,,0,MEDIUM,7345,2019,38,D,Y,ICEYE-X4,2019-038D,44390
2019-038C,44389,PAYLOAD,ICEYE-X5,FIN,2019-07-05,VOSTO,,96.22,97.73,593,562,,,0,MEDIUM,7345,2019,38,C,Y,ICEYE-X5,2019-038C,44389
1991-082AX,28334,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,101.19,98.93,875,756,,,0,SMALL,7345,1991,82,AX,Y,DMSP 5D-2 F11 DEB,1991-082AX,28334
1991-082AV,28332,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,94.94,98.75,527,505,,,0,SMALL,7345,1991,82,AV,Y,DMSP 5D-2 F11 DEB,1991-082AV,28332
2019-037G,44371,PAYLOAD,SPACEBEE-8,US,2019-06-29,RLLC,,93.04,45.01,431,416,,,0,SMALL,7345,2019,37,G,Y,SPACEBEE-8,2019-037G,44371
1986-019N,17118,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,,101.39,98.67,926,723,,,0,SMALL,7342,1986,19,N,Y,ARIANE 1 DEB,1986-019N,17118
2019-037C,44367,PAYLOAD,GLOBAL-3,US,2019-06-29,RLLC,,93.59,45.01,456,444,,,0,MEDIUM,7345,2019,37,C,Y,GLOBAL-3,2019-037C,44367
2014-033AA,40034,PAYLOAD,ANTELSAT,URY,2014-06-19,OREN,,97.68,97.71,689,606,,,0,MEDIUM,7340,2014,33,AA,Y,ANTELSAT,2014-033AA,40034
1987-011H,34177,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.60,65.01,802,772,,3,0,SMALL,7337,1987,11,H,Y,COSMOS 1818 COOLANT,1987-011H,34177
1991-082AL,28323,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,98.22,98.51,708,640,,,0,SMALL,7345,1991,82,AL,Y,DMSP 5D-2 F11 DEB,1991-082AL,28323
1987-011F,34175,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.55,65.01,802,767,,3,0,SMALL,7337,1987,11,F,Y,COSMOS 1818 COOLANT,1987-011F,34175
1987-011E,34174,DEBRIS,COSMOS 1818 COOLANT,CIS,1987-02-01,TTMTR,,100.59,65.01,802,771,,3,0,SMALL,7337,1987,11,E,Y,COSMOS 1818 COOLANT,1987-011E,34174
1998-067QJ,44364,PAYLOAD,PINOT,US,1998-11-20,TTMTR,,92.65,51.64,409,400,,,0,MEDIUM,7345,1998,67,QJ,Y,PINOT,1998-067QJ,44364
1991-082AC,28315,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,102.81,98.77,990,793,,,0,SMALL,7345,1991,82,AC,Y,DMSP 5D-2 F11 DEB,1991-082AC,28315
1991-082AA,28313,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,98.56,98.74,703,676,,,0,SMALL,7345,1991,82,AA,Y,DMSP 5D-2 F11 DEB,1991-082AA,28313
2019-036X,44360,PAYLOAD,CP-9 LEO,US,2019-06-25,AFETR,,94.99,28.51,742,294,,,0,SMALL,7345,2019,36,X,Y,CP-9 LEO,2019-036X,44360
2014-033H,40017,PAYLOAD,TABLETSAT AURORA,CIS,2014-06-19,OREN,,96.41,98.03,602,571,,,0,MEDIUM,7340,2014,33,H,Y,TABLETSAT AURORA,2014-033H,40017
1982-055AJ,17107,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,102.78,65.82,902,878,,,0,SMALL,7342,1982,55,AJ,Y,COSMOS 1375 DEB,1982-055AJ,17107
2019-036V,44358,PAYLOAD,FORMOSAT7-5/COSMIC2-5,ROC,2019-06-25,AFETR,,99.05,24.00,724,702,,,0,LARGE,7345,2019,36,V,Y,FORMOSAT7-5/COSMIC2-5,2019-036V,44358
1997-051DW,34143,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,98.41,86.39,685,680,,,0,SMALL,7337,1997,51,DW,Y,IRIDIUM 33 DEB,1997-051DW,34143
1993-036LP,34142,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.04,73.99,698,632,,,0,SMALL,7337,1993,36,LP,Y,COSMOS 2251 DEB,1993-036LP,34142
2019-036U,44357,TBA,OBJECT U,US,2019-06-25,AFETR,,95.76,28.53,809,302,,,0,SMALL,7345,2019,36,U,Y,OBJECT U,2019-036U,44357
2019-036P,44352,PAYLOAD,ARMADILLO,US,2019-06-25,AFETR,,95.67,28.53,797,305,,,0,SMALL,7345,2019,36,P,Y,ARMADILLO,2019-036P,44352
2019-036N,44351,PAYLOAD,FORMOSAT7-2/COSMIC2-2,ROC,2019-06-25,AFETR,,95.53,24.00,555,534,,,0,LARGE,7345,2019,36,N,Y,FORMOSAT7-2/COSMIC2-2,2019-036N,44351
2019-036M,44350,PAYLOAD,FORMOSAT7-4/COSMIC2-4,ROC,2019-06-25,AFETR,,95.34,24.00,545,524,,,0,LARGE,7345,2019,36,M,Y,FORMOSAT7-4/COSMIC2-4,2019-036M,44350
2019-036K,44348,PAYLOAD,OCULUS-ASR,US,2019-06-25,AFETR,,95.84,28.52,814,304,,,0,MEDIUM,7345,2019,36,K,Y,OCULUS-ASR,2019-036K,44348
1991-082M,28300,DEBRIS,DMSP 5D-2 F11 DEB,US,1991-11-28,AFWTR,,100.88,98.72,807,794,,,0,SMALL,7345,1991,82,M,Y,DMSP 5D-2 F11 DEB,1991-082M,28300
2019-036E,44343,PAYLOAD,FORMOSAT7-3/COSMIC2-3,ROC,2019-06-25,AFETR,,98.03,24.00,679,650,,,0,LARGE,7345,2019,36,E,Y,FORMOSAT7-3/COSMIC2-3,2019-036E,44343
1993-036KU,34123,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.06,74.03,725,702,,,0,SMALL,7337,1993,36,KU,Y,COSMOS 2251 DEB,1993-036KU,34123
1993-036KT,34122,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.69,74.04,826,662,,,0,SMALL,7337,1993,36,KT,Y,COSMOS 2251 DEB,1993-036KT,34122
1993-036KS,34121,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,104.11,74.00,1143,762,,,0,MEDIUM,7337,1993,36,KS,Y,COSMOS 2251 DEB,1993-036KS,34121
1965-027U,17093,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.01,90.29,1291,1255,,,0,SMALL,7342,1965,27,U,Y,OPS 4682 DEB,1965-027U,17093
1991-068AT,28278,DEBRIS,SL-14 DEB,CIS,1991-09-28,PKMTR,,111.74,82.28,1333,1280,,,0,SMALL,7345,1991,68,AT,Y,SL-14 DEB,1991-068AT,28278
1993-036KN,34117,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.57,74.04,832,739,,,0,SMALL,7337,1993,36,KN,Y,COSMOS 2251 DEB,1993-036KN,34117
2019-036D,44342,PAYLOAD,GPIM,US,2019-06-25,AFETR,,95.09,24.00,692,354,,,0,MEDIUM,7345,2019,36,D,Y,GPIM,2019-036D,44342
1988-019F,28275,DEBRIS,COSMOS 1932 DEB,CIS,1988-03-14,TTMTR,,104.22,65.04,1000,915,,,0,SMALL,7345,1988,19,F,Y,COSMOS 1932 DEB,1988-019F,28275
1997-051DR,34106,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.16,86.36,729,708,,,0,SMALL,7337,1997,51,DR,Y,IRIDIUM 33 DEB,1997-051DR,34106
1997-051DP,34104,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,97.85,86.34,683,629,,,0,SMALL,7337,1997,51,DP,Y,IRIDIUM 33 DEB,1997-051DP,34104
2004-018A,28254,PAYLOAD,ROCSAT 2,ROC,2004-05-20,AFWTR,,102.81,98.71,893,890,,,0,LARGE,7345,2004,18,A,Y,ROCSAT 2,2004-018A,28254
1998-067QH,44332,PAYLOAD,SPOOQY1,SING,1998-11-20,TTMTR,,92.43,51.64,397,391,,,0,SMALL,7345,1998,67,QH,Y,SPOOQY1,1998-067QH,44332
1997-051DA,34091,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.58,86.37,835,737,,,0,SMALL,7337,1997,51,DA,Y,IRIDIUM 33 DEB,1997-051DA,34091
1998-067QG,44331,PAYLOAD,UGUISU,JPN,1998-11-20,TTMTR,,92.43,51.64,397,390,,,0,SMALL,7345,1998,67,QG,Y,UGUISU,1998-067QG,44331
1998-067QE,44329,PAYLOAD,NEPALISAT1,NPL,1998-11-20,TTMTR,,92.43,51.64,397,390,,,0,SMALL,7345,1998,67,QE,Y,NEPALISAT1,1998-067QE,44329
1997-051CV,34086,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.71,86.39,757,732,,,0,SMALL,7337,1997,51,CV,Y,IRIDIUM 33 DEB,1997-051CV,34086
1997-051CR,34082,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,99.26,86.37,819,627,,,0,SMALL,7337,1997,51,CR,Y,IRIDIUM 33 DEB,1997-051CR,34082
2019-033C,44324,PAYLOAD,RCM-2,CA,2019-06-12,AFWTR,,96.48,97.76,591,589,,,0,LARGE,7345,2019,33,C,Y,RCM-2,2019-033C,44324
2019-032G,44316,TBA,OBJECT G,PRC,2019-06-05,YSLA,,96.06,44.99,583,557,,,0,MEDIUM,7345,2019,32,G,Y,OBJECT G,2019-032G,44316
2019-032F,44315,TBA,OBJECT F,PRC,2019-06-05,YSLA,,95.92,44.98,576,550,,,0,MEDIUM,7345,2019,32,F,Y,OBJECT F,2019-032F,44315
1997-051CE,34071,DEBRIS,IRIDIUM 33 DEB,US,1997-09-14,TTMTR,,100.01,86.35,763,755,,,0,MEDIUM,7337,1997,51,CE,Y,IRIDIUM 33 DEB,1997-051CE,34071
1993-036KH,34070,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.76,74.01,774,720,,,0,SMALL,7337,1993,36,KH,Y,COSMOS 2251 DEB,1993-036KH,34070
1993-036KG,34069,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,97.96,74.02,687,635,,,0,SMALL,7337,1993,36,KG,Y,COSMOS 2251 DEB,1993-036KG,34069
1999-025ETU,38727,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.29,98.71,1000,829,,,0,SMALL,7342,1999,25,ETU,Y,FENGYUN 1C DEB,1999-025ETU,38727
1993-036KC,34065,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.29,74.04,785,760,,,0,SMALL,7337,1993,36,KC,Y,COSMOS 2251 DEB,1993-036KC,34065
1993-036KB,34064,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.31,74.04,791,756,,,0,SMALL,7337,1993,36,KB,Y,COSMOS 2251 DEB,1993-036KB,34064
1999-025ETS,38725,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.53,98.88,863,799,,,0,SMALL,7342,1999,25,ETS,Y,FENGYUN 1C DEB,1999-025ETS,38725
1987-043A,17997,PAYLOAD,USA 22,US,1987-05-15,AFWTR,,106.74,63.30,1768,382,,,0,,7286,1987,43,A,Y,USA 22,1987-043A,17997
2019-032E,44314,TBA,OBJECT E,PRC,2019-06-05,YSLA,,95.95,44.99,576,553,,,0,MEDIUM,7345,2019,32,E,Y,OBJECT E,2019-032E,44314
1993-036JY,34061,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.29,74.04,788,756,,,0,SMALL,7337,1993,36,JY,Y,COSMOS 2251 DEB,1993-036JY,34061
1993-036JV,34058,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,106.38,73.93,1345,773,,,0,MEDIUM,7337,1993,36,JV,Y,COSMOS 2251 DEB,1993-036JV,34058
1993-036JU,34057,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.96,74.02,729,689,,,0,SMALL,7337,1993,36,JU,Y,COSMOS 2251 DEB,1993-036JU,34057
2019-032D,44313,TBA,OBJECT D,PRC,2019-06-05,YSLA,,95.95,45.00,576,554,,,0,SMALL,7345,2019,32,D,Y,OBJECT D,2019-032D,44313
1987-020G,18729,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,117.70,73.81,1679,1476,,,0,MEDIUM,7337,1987,20,G,Y,COSMOS 1823 DEB,1987-020G,18729
2019-032C,44312,TBA,OBJECT C,PRC,2019-06-05,YSLA,,95.95,44.99,575,554,,,0,MEDIUM,7345,2019,32,C,Y,OBJECT C,2019-032C,44312
1993-036JQ,34053,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,106.94,73.84,1407,763,,,0,SMALL,7337,1993,36,JQ,Y,COSMOS 2251 DEB,1993-036JQ,34053
1993-036JM,34050,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,103.51,74.09,1091,758,,,0,SMALL,7337,1993,36,JM,Y,COSMOS 2251 DEB,1993-036JM,34050
1987-020F,18728,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,116.54,73.62,1576,1474,,,0,SMALL,7337,1987,20,F,Y,COSMOS 1823 DEB,1987-020F,18728
2019-032B,44311,TBA,OBJECT B,PRC,2019-06-05,YSLA,,95.97,44.98,576,555,,,0,MEDIUM,7345,2019,32,B,Y,OBJECT B,2019-032B,44311
2019-032A,44310,TBA,OBJECT A,PRC,2019-06-05,YSLA,,96.06,44.99,579,561,,,0,MEDIUM,7345,2019,32,A,Y,OBJECT A,2019-032A,44310
2004-014A,28230,PAYLOAD,GP-B,US,2004-04-20,AFWTR,,97.38,89.82,635,632,,,0,LARGE,7345,2004,14,A,Y,GP-B,2004-014A,28230
1993-036HZ,34038,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.07,74.06,738,691,,,0,SMALL,7337,1993,36,HZ,Y,COSMOS 2251 DEB,1993-036HZ,34038
1998-067QA,44303,DEBRIS,ISS DEB,CIS,1998-11-20,TTMTR,,92.64,51.64,408,401,,,0,MEDIUM,7345,1998,67,QA,Y,ISS DEB,1998-067QA,44303
1981-053NK,39949,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.75,82.83,967,905,,,0,SMALL,7340,1981,53,NK,Y,COSMOS 1275 DEB,1981-053NK,39949
2004-012B,28221,PAYLOAD,NAXING 1,PRC,2004-04-18,XSC,,96.37,97.84,593,577,,,0,MEDIUM,7345,2004,12,B,Y,NAXING 1,2004-012B,28221
2019-029BR,44298,DEBRIS,FALCON 9 DEB,US,2019-05-24,AFETR,,93.20,53.00,435,427,,,0,MEDIUM,7345,2019,29,BR,Y,FALCON 9 DEB,2019-029BR,44298
2019-029BN,44295,DEBRIS,FALCON 9 DEB,US,2019-05-24,AFETR,,93.28,53.00,443,428,,,0,MEDIUM,7345,2019,29,BN,Y,FALCON 9 DEB,2019-029BN,44295
2019-029BK,44292,PAYLOAD,STARLINK-81,US,2019-05-24,AFETR,,93.27,53.01,436,434,,,0,LARGE,7345,2019,29,BK,Y,STARLINK-81,2019-029BK,44292
1993-036HH,34022,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.29,74.06,789,755,,,0,SMALL,7337,1993,36,HH,Y,COSMOS 2251 DEB,1993-036HH,34022
1993-036HG,34021,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.77,74.04,763,732,,,0,SMALL,7337,1993,36,HG,Y,COSMOS 2251 DEB,1993-036HG,34021
1981-053NG,39946,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.34,82.95,988,939,,,0,SMALL,7340,1981,53,NG,Y,COSMOS 1275 DEB,1981-053NG,39946
1987-098D,18698,DEBRIS,SL-8 DEB,CIS,1987-12-01,PKMTR,,99.69,73.99,754,733,,,0,SMALL,7337,1987,98,D,Y,SL-8 DEB,1987-098D,18698
1981-053NC,39942,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.53,83.18,960,891,,,0,SMALL,7340,1981,53,NC,Y,COSMOS 1275 DEB,1981-053NC,39942
2004-012A,28220,PAYLOAD,TANSUO 1,PRC,2004-04-18,XSC,,96.00,97.85,576,557,,,0,LARGE,7345,2004,12,A,Y,TANSUO 1,2004-012A,28220
1976-098A,9443,PAYLOAD,COSMOS 858,CIS,1976-09-29,PKMTR,,100.41,74.05,787,768,,,0,LARGE,7338,1976,98,A,Y,COSMOS 858,1976-098A,9443
1993-036GZ,34014,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.02,74.02,747,676,,,0,SMALL,7337,1993,36,GZ,Y,COSMOS 2251 DEB,1993-036GZ,34014
1979-095BC,36911,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,101.45,81.20,835,819,,,0,SMALL,7345,1979,95,BC,Y,METEOR 2-5 DEB,1979-095BC,36911
1993-036GW,34011,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.57,74.02,818,753,,,0,SMALL,7337,1993,36,GW,Y,COSMOS 2251 DEB,1993-036GW,34011
1993-036GU,34009,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.60,74.04,808,766,,,0,SMALL,7337,1993,36,GU,Y,COSMOS 2251 DEB,1993-036GU,34009
1993-036GS,34007,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.26,74.02,764,683,,,0,SMALL,7337,1993,36,GS,Y,COSMOS 2251 DEB,1993-036GS,34007
1966-040X,28209,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,106.36,100.30,1090,1026,,,0,SMALL,7345,1966,40,X,Y,NIMBUS 2 DEB,1966-040X,28209
1975-004DU,9293,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,98.90,97.78,765,647,,,0,SMALL,7338,1975,4,DU,Y,DELTA 1 DEB,1975-004DU,9293
1976-077B,9063,ROCKET BODY,DELTA 1 R/B,US,1976-07-29,AFWTR,,115.16,101.75,1510,1415,,,0,LARGE,7338,1976,77,B,Y,DELTA 1 R/B,1976-077B,9063
1993-036GP,34004,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,100.43,74.04,809,749,,,0,SMALL,7337,1993,36,GP,Y,COSMOS 2251 DEB,1993-036GP,34004
1976-077A,9057,PAYLOAD,NOAA 5,US,1976-07-29,AFWTR,,116.34,101.99,1524,1508,,,0,LARGE,7338,1976,77,A,Y,NOAA 5,1976-077A,9057
1981-053MZ,39939,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.66,82.82,1033,925,,,0,SMALL,7340,1981,53,MZ,Y,COSMOS 1275 DEB,1981-053MZ,39939
1976-067BR,18689,DEBRIS,COSMOS 839 DEB *,CIS,1976-07-08,PKMTR,,124.61,65.82,2660,1112,,,0,SMALL,7337,1976,67,BR,Y,COSMOS 839 DEB *,1976-067BR,18689
1979-095AU,36903,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,96.75,81.18,611,595,,,0,SMALL,7345,1979,95,AU,Y,METEOR 2-5 DEB,1979-095AU,36903
1987-009B,17360,ROCKET BODY,SL-8 R/B,CIS,1987-01-29,PKMTR,,104.59,82.92,999,952,,,0,LARGE,7345,1987,9,B,Y,SL-8 R/B,1987-009B,17360
1966-040U,28206,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,107.27,100.38,1139,1062,,,0,SMALL,7345,1966,40,U,Y,NIMBUS 2 DEB,1966-040U,28206
1993-036GC,33993,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.35,74.02,699,660,,,0,SMALL,7337,1993,36,GC,Y,COSMOS 2251 DEB,1993-036GC,33993
1993-036GB,33992,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.22,74.03,770,673,,,0,SMALL,7337,1993,36,GB,Y,COSMOS 2251 DEB,1993-036GB,33992
1993-036FY,33989,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,98.30,74.02,704,651,,,0,SMALL,7337,1993,36,FY,Y,COSMOS 2251 DEB,1993-036FY,33989
1979-095AG,36891,DEBRIS,METEOR 2-5 DEB,CIS,1979-10-31,PKMTR,,96.21,81.17,583,571,,,0,SMALL,7345,1979,95,AG,Y,METEOR 2-5 DEB,1979-095AG,36891
1981-043R,36878,DEBRIS,METEOR 2-7 DEB,CIS,1981-05-14,PKMTR,,101.19,81.26,848,783,,,0,SMALL,7345,1981,43,R,Y,METEOR 2-7 DEB,1981-043R,36878
1987-009A,17359,PAYLOAD,COSMOS 1816,CIS,1987-01-29,PKMTR,,104.77,82.92,1007,960,,,0,LARGE,7345,1987,9,A,Y,COSMOS 1816,1987-009A,17359
1993-036FR,33982,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.21,74.07,783,659,,,0,SMALL,7337,1993,36,FR,Y,COSMOS 2251 DEB,1993-036FR,33982
1994-029AFW,39923,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,106.09,82.15,1496,594,,,0,SMALL,7340,1994,29,AFW,Y,PEGASUS DEB,1994-029AFW,39923
1993-036FJ,33975,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,103.08,73.80,1048,761,,,0,SMALL,7337,1993,36,FJ,Y,COSMOS 2251 DEB,1993-036FJ,33975
1982-025AZ,36862,DEBRIS,METEOR 2-8 DEB,CIS,1982-03-25,PKMTR,,102.31,82.55,882,854,,,0,SMALL,7345,1982,25,AZ,Y,METEOR 2-8 DEB,1982-025AZ,36862
1993-036FG,33973,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.78,74.01,782,714,,,0,SMALL,7337,1993,36,FG,Y,COSMOS 2251 DEB,1993-036FG,33973
1993-016CB,39901,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,101.99,70.97,963,743,,,0,SMALL,7340,1993,16,CB,Y,SL-16 DEB,1993-016CB,39901
1975-004BL,8978,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,97.52,98.03,664,616,,,0,MEDIUM,7338,1975,4,BL,Y,DELTA 1 DEB,1975-004BL,8978
1993-016BY,39898,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,97.60,70.96,675,613,,,0,SMALL,7340,1993,16,BY,Y,SL-16 DEB,1993-016BY,39898
1975-004AL,8954,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,100.30,97.71,869,677,,,0,SMALL,7338,1975,4,AL,Y,DELTA 1 DEB,1975-004AL,8954
